,Total,Total,Total,V1,V1,V1,V2,V2,V2,V3,V3,V3,V4,V4,V4
,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted
"upper_yuv : [50, 160, 255], lower_yuv : [0, 0, 120]",0.05683944040561019,409.0,0.16016091207625271,0.0,62.0,,0.1367329067113887,73.0,0.22428994346517273,0.07870038843704641,22.0,0.09429866362276731,0.0,252.0,
"upper_yuv : [50, 170, 255], lower_yuv : [0, 0, 90]",0.19058394245391552,47.0,0.2058436448309752,0.049452342891158615,17.0,0.0681343390944852,0.3629879452146582,0.0,0.3629879452146582,0.11350703255989464,15.0,0.1279358926310677,0.13805156020207757,15.0,0.1467890007211964
"upper_yuv : [50, 170, 255], lower_yuv : [0, 0, 100]",0.28359641103883954,205.0,0.4191145095539027,0.028584448203965475,24.0,0.04663778391173314,0.5765398758791672,0.0,0.5765398758791672,0.0003357767897302063,121.0,0.003721526086176453,0.2784534670934129,60.0,0.3654701755601044
"upper_yuv : [50, 170, 255], lower_yuv : [0, 0, 110]",0.2825291718817263,147.0,0.3678100512792905,0.007748093895888679,54.0,0.060047727693137265,0.5508386122424056,0.0,0.5508386122424056,0.0990723833609553,7.0,0.10457640465878615,0.24785581617116062,86.0,0.3762630462357378
"upper_yuv : [50, 170, 255], lower_yuv : [0, 0, 120]",0.05683944040561019,409.0,0.16016091207625271,0.0,62.0,,0.1367329067113887,73.0,0.22428994346517273,0.07870038843704641,22.0,0.09429866362276731,0.0,252.0,
"upper_yuv : [50, 180, 255], lower_yuv : [0, 0, 90]",0.19058394245391552,47.0,0.2058436448309752,0.049452342891158615,17.0,0.0681343390944852,0.3629879452146582,0.0,0.3629879452146582,0.11350703255989464,15.0,0.1279358926310677,0.13805156020207757,15.0,0.1467890007211964
"upper_yuv : [50, 180, 255], lower_yuv : [0, 0, 100]",0.28359641103883954,205.0,0.4191145095539027,0.028584448203965475,24.0,0.04663778391173314,0.5765398758791672,0.0,0.5765398758791672,0.0003357767897302063,121.0,0.003721526086176453,0.2784534670934129,60.0,0.3654701755601044
"upper_yuv : [50, 180, 255], lower_yuv : [0, 0, 110]",0.2825291718817263,147.0,0.3678100512792905,0.007748093895888679,54.0,0.060047727693137265,0.5508386122424056,0.0,0.5508386122424056,0.0990723833609553,7.0,0.10457640465878615,0.24785581617116062,86.0,0.3762630462357378
"upper_yuv : [50, 180, 255], lower_yuv : [0, 0, 120]",0.05683944040561019,409.0,0.16016091207625271,0.0,62.0,,0.1367329067113887,73.0,0.22428994346517273,0.07870038843704641,22.0,0.09429866362276731,0.0,252.0,
"upper_yuv : [60, 140, 255], lower_yuv : [0, 0, 90]",0.3921387851504607,71.0,0.4415914561019398,0.040434406258166834,46.0,0.1566833242503965,0.6703739144231317,0.0,0.6703739144231317,0.13054457349711449,0.0,0.13054457349711449,0.41026470763945994,25.0,0.45544804548521545
"upper_yuv : [60, 140, 255], lower_yuv : [0, 0, 100]",0.3892150917841479,75.0,0.44143536349042894,0.04013342601092999,46.0,0.1555170257923537,0.6695817434739048,0.0,0.6695817434739048,0.11827434586618757,4.0,0.1219417674434337,0.41004691170098806,25.0,0.4552062632099074
"upper_yuv : [60, 140, 255], lower_yuv : [0, 0, 110]",0.30386761982684873,125.0,0.3784912985662517,0.019109862737995417,49.0,0.0911393453658243,0.5949575613406113,0.0,0.5949575613406113,0.10702782596941873,6.0,0.1120842586923834,0.261807518475553,70.0,0.3625027178892272
"upper_yuv : [60, 140, 255], lower_yuv : [0, 0, 120]",0.0659834999558649,382.0,0.16600610703181884,0.0007697947214076247,61.0,0.04772727272727273,0.16236416485624547,55.0,0.2300159002130144,0.08589257797874567,14.0,0.09599758715271574,0.0,252.0,
"upper_yuv : [60, 150, 255], lower_yuv : [0, 0, 90]",0.47012974229411236,26.0,0.4902339746948474,0.07378994347402651,16.0,0.09945601076934008,0.7128172767239527,0.0,0.7128172767239527,0.12737671990051183,10.0,0.13773255078673233,0.5684497842259141,0.0,0.5684497842259141
"upper_yuv : [60, 150, 255], lower_yuv : [0, 0, 100]",0.4105773484560653,145.0,0.5323231879778024,0.05562339071309989,24.0,0.09075395326874193,0.6807106849130762,0.0,0.6807106849130762,0.0006687011497788902,121.0,0.0074114377433827,0.5137918784336004,0.0,0.5137918784336004
"upper_yuv : [60, 150, 255], lower_yuv : [0, 0, 110]",0.2943480724602535,134.0,0.37323335587960144,0.022047560702478805,52.0,0.1366948763553686,0.5595885213492708,0.0,0.5595885213492708,0.10756059528135077,6.0,0.11264219820802876,0.26309966869648316,76.0,0.3767108892699645
"upper_yuv : [60, 150, 255], lower_yuv : [0, 0, 120]",0.06599709245431197,382.0,0.1660403040318801,0.0007697947214076247,61.0,0.04772727272727273,0.16237543027860868,55.0,0.23003185956136232,0.08594153294140368,14.0,0.09605230152274528,0.0,252.0,
"upper_yuv : [60, 160, 255], lower_yuv : [0, 0, 90]",0.24840524801195035,23.0,0.2577560183953789,0.07604133618722544,15.0,0.10030984773633994,0.4159084141108097,0.0,0.4159084141108097,0.12825450284807474,8.0,0.13646279103035153,0.22992715110497303,0.0,0.22992715110497303
"upper_yuv : [60, 160, 255], lower_yuv : [0, 0, 100]",0.2934643914976398,204.0,0.4326893586267526,0.05562339071309989,24.0,0.09075395326874193,0.5788211239242066,0.0,0.5788211239242066,0.0006687011497788902,121.0,0.0074114377433827,0.29475907364501674,59.0,0.38486676973338974
"upper_yuv : [60, 160, 255], lower_yuv : [0, 0, 110]",0.2943480724602535,134.0,0.37323335587960144,0.022047560702478805,52.0,0.1366948763553686,0.5595885213492708,0.0,0.5595885213492708,0.10756059528135077,6.0,0.11264219820802876,0.26309966869648316,76.0,0.3767108892699645
"upper_yuv : [60, 160, 255], lower_yuv : [0, 0, 120]",0.06599709245431197,382.0,0.1660403040318801,0.0007697947214076247,61.0,0.04772727272727273,0.16237543027860868,55.0,0.23003185956136232,0.08594153294140368,14.0,0.09605230152274528,0.0,252.0,
"upper_yuv : [60, 170, 255], lower_yuv : [0, 0, 90]",0.19796431673772213,37.0,0.21023346199617393,0.07604133618722544,15.0,0.10030984773633994,0.36100825697410127,0.0,0.36100825697410127,0.12825450284807474,8.0,0.13646279103035153,0.14376357553633717,14.0,0.15222025645023937
"upper_yuv : [60, 170, 255], lower_yuv : [0, 0, 100]",0.29226214117380084,205.0,0.4319212063034725,0.05562339071309989,24.0,0.09075395326874193,0.5788211239242066,0.0,0.5788211239242066,0.0006687011497788902,121.0,0.0074114377433827,0.2917343644969457,60.0,0.3829013534022412
"upper_yuv : [60, 170, 255], lower_yuv : [0, 0, 110]",0.2943480724602535,134.0,0.37323335587960144,0.022047560702478805,52.0,0.1366948763553686,0.5595885213492708,0.0,0.5595885213492708,0.10756059528135077,6.0,0.11264219820802876,0.26309966869648316,76.0,0.3767108892699645
"upper_yuv : [60, 170, 255], lower_yuv : [0, 0, 120]",0.06599709245431197,382.0,0.1660403040318801,0.0007697947214076247,61.0,0.04772727272727273,0.16237543027860868,55.0,0.23003185956136232,0.08594153294140368,14.0,0.09605230152274528,0.0,252.0,
"upper_yuv : [60, 180, 255], lower_yuv : [0, 0, 90]",0.19796431673772213,37.0,0.21023346199617393,0.07604133618722544,15.0,0.10030984773633994,0.36100825697410127,0.0,0.36100825697410127,0.12825450284807474,8.0,0.13646279103035153,0.14376357553633717,14.0,0.15222025645023937
"upper_yuv : [60, 180, 255], lower_yuv : [0, 0, 100]",0.29226214117380084,205.0,0.4319212063034725,0.05562339071309989,24.0,0.09075395326874193,0.5788211239242066,0.0,0.5788211239242066,0.0006687011497788902,121.0,0.0074114377433827,0.2917343644969457,60.0,0.3829013534022412
"upper_yuv : [60, 180, 255], lower_yuv : [0, 0, 110]",0.2943480724602535,134.0,0.37323335587960144,0.022047560702478805,52.0,0.1366948763553686,0.5595885213492708,0.0,0.5595885213492708,0.10756059528135077,6.0,0.11264219820802876,0.26309966869648316,76.0,0.3767108892699645
"upper_yuv : [60, 180, 255], lower_yuv : [0, 0, 120]",0.06599709245431197,382.0,0.1660403040318801,0.0007697947214076247,61.0,0.04772727272727273,0.16237543027860868,55.0,0.23003185956136232,0.08594153294140368,14.0,0.09605230152274528,0.0,252.0,
"upper_yuv : [70, 140, 255], lower_yuv : [0, 0, 90]",0.4165699034822706,54.0,0.455353997944413,0.10416128747897342,34.0,0.2306428508462983,0.6765778421733858,0.0,0.6765778421733858,0.19208933517349583,0.0,0.19208933517349583,0.4189657972998617,20.0,0.45508353844640154
"upper_yuv : [70, 140, 255], lower_yuv : [0, 0, 100]",0.4106348773356844,59.0,0.4527695864883894,0.09745621308028646,38.0,0.25176188379074,0.6762786220856475,0.0,0.6762786220856475,0.1694535246638536,0.0,0.1694535246638536,0.41785240440292676,21.0,0.4558389866213747
"upper_yuv : [70, 140, 255], lower_yuv : [0, 0, 110]",0.31540862198807024,119.0,0.38828944920473113,0.060811478192843084,47.0,0.2513541098637514,0.5993631199624061,0.0,0.5993631199624061,0.1255572884964697,5.0,0.13046187007836305,0.26753465035507884,67.0,0.3644255777809723
"upper_yuv : [70, 140, 255], lower_yuv : [0, 0, 120]",0.07185533380126632,360.0,0.16626380156935347,0.01517717120847545,50.0,0.07841538457712316,0.17175676792927344,49.0,0.23274286668676908,0.09396076249852063,9.0,0.10078049526051004,0.0,252.0,
"upper_yuv : [70, 150, 255], lower_yuv : [0, 0, 90]",0.4823327065446153,24.0,0.5013097310644035,0.11941679117605788,14.0,0.15424668860240812,0.7062887533553072,0.0,0.7062887533553072,0.13148141539991998,10.0,0.14217096136739316,0.5906034514711853,0.0,0.5906034514711853
"upper_yuv : [70, 150, 255], lower_yuv : [0, 0, 100]",0.4223191088035761,142.0,0.544207957279405,0.09889103513923818,24.0,0.16134853101665175,0.6721592395592049,0.0,0.6721592395592049,0.0016738061578865351,118.0,0.014841081266593946,0.5385026856597789,0.0,0.5385026856597789
"upper_yuv : [70, 150, 255], lower_yuv : [0, 0, 110]",0.3056094399152933,130.0,0.38443727163947616,0.053961829985487125,52.0,0.3345633459100202,0.5652555566069187,0.0,0.5652555566069187,0.12709029147362877,5.0,0.1320547559843174,0.26906727617344983,73.0,0.3787986234397171
"upper_yuv : [70, 150, 255], lower_yuv : [0, 0, 120]",0.07188305995485693,360.0,0.16632795624590985,0.01517717120847545,50.0,0.07841538457712316,0.17181180450380332,49.0,0.23281744523341463,0.09401554852813984,9.0,0.10083925769550482,0.0,252.0,
"upper_yuv : [70, 160, 255], lower_yuv : [0, 0, 90]",0.2511445689070285,22.0,0.26017264164551646,0.12164750022104927,14.0,0.1571280211188553,0.4075005805529375,0.0,0.4075005805529375,0.13215192322264813,8.0,0.1406096463088976,0.2297805449259505,0.0,0.2297805449259505
"upper_yuv : [70, 160, 255], lower_yuv : [0, 0, 100]",0.30887676480161863,201.0,0.4522583577002915,0.09889103513923818,24.0,0.16134853101665175,0.5816921153681699,0.0,0.5816921153681699,0.0016738061578865351,118.0,0.014841081266593946,0.32022850362201094,59.0,0.4181221912577552
"upper_yuv : [70, 160, 255], lower_yuv : [0, 0, 110]",0.3056094399152933,130.0,0.38443727163947616,0.053961829985487125,52.0,0.3345633459100202,0.5652555566069187,0.0,0.5652555566069187,0.12709029147362877,5.0,0.1320547559843174,0.26906727617344983,73.0,0.3787986234397171
"upper_yuv : [70, 160, 255], lower_yuv : [0, 0, 120]",0.07188305995485693,360.0,0.16632795624590985,0.01517717120847545,50.0,0.07841538457712316,0.17181180450380332,49.0,0.23281744523341463,0.09401554852813984,9.0,0.10083925769550482,0.0,252.0,
"upper_yuv : [70, 170, 255], lower_yuv : [0, 0, 90]",0.20444438506530607,36.0,0.21675207379833453,0.12164750022104927,14.0,0.1571280211188553,0.3559320172933205,0.0,0.3559320172933205,0.13215192322264813,8.0,0.1406096463088976,0.15055596069538035,14.0,0.15941219367746157
"upper_yuv : [70, 170, 255], lower_yuv : [0, 0, 100]",0.30767435822081274,202.0,0.45154060905554466,0.09889103513923818,24.0,0.16134853101665175,0.5816921153681699,0.0,0.5816921153681699,0.0016738061578865351,118.0,0.014841081266593946,0.31720340135125336,60.0,0.41632946427352
"upper_yuv : [70, 170, 255], lower_yuv : [0, 0, 110]",0.3056094399152933,130.0,0.38443727163947616,0.053961829985487125,52.0,0.3345633459100202,0.5652555566069187,0.0,0.5652555566069187,0.12709029147362877,5.0,0.1320547559843174,0.26906727617344983,73.0,0.3787986234397171
"upper_yuv : [70, 170, 255], lower_yuv : [0, 0, 120]",0.07188305995485693,360.0,0.16632795624590985,0.01517717120847545,50.0,0.07841538457712316,0.17181180450380332,49.0,0.23281744523341463,0.09401554852813984,9.0,0.10083925769550482,0.0,252.0,
"upper_yuv : [70, 180, 255], lower_yuv : [0, 0, 90]",0.20444438506530607,36.0,0.21675207379833453,0.12164750022104927,14.0,0.1571280211188553,0.3559320172933205,0.0,0.3559320172933205,0.13215192322264813,8.0,0.1406096463088976,0.15055596069538035,14.0,0.15941219367746157
"upper_yuv : [70, 180, 255], lower_yuv : [0, 0, 100]",0.30767435822081274,202.0,0.45154060905554466,0.09889103513923818,24.0,0.16134853101665175,0.5816921153681699,0.0,0.5816921153681699,0.0016738061578865351,118.0,0.014841081266593946,0.31720340135125336,60.0,0.41632946427352
